<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
RI.IMOEX;60;20100111;110000;1411.3700000;1433.1300000;1411.3700000;1433.1300000;7916944748
RI.IMOEX;60;20100111;120000;1433.3600000;1437.0800000;1432.2200000;1436.2300000;8211203195
RI.IMOEX;60;20100111;130000;1436.1300000;1448.8700000;1435.7600000;1448.0000000;6139370430
RI.IMOEX;60;20100111;140000;1448.0800000;1456.7600000;1448.0600000;1451.7800000;7793028655
RI.IMOEX;60;20100111;150000;1451.7700000;1452.1200000;1446.1700000;1446.5400000;3776588396
RI.IMOEX;60;20100111;160000;1446.5400000;1450.0500000;1444.9400000;1448.6600000;4118205286
RI.IMOEX;60;20100111;170000;1448.6900000;1453.3500000;1448.4800000;1453.3500000;3556190665
RI.IMOEX;60;20100111;180000;1453.3700000;1454.6600000;1448.6000000;1448.6200000;4106637599
RI.IMOEX;60;20100111;190000;1448.6800000;1449.6100000;1442.8300000;1444.7800000;6016070276
RI.IMOEX;60;20100112;110000;1444.7800000;1445.6400000;1437.7000000;1437.8100000;4601231016
RI.IMOEX;60;20100112;120000;1437.7400000;1441.2300000;1429.5100000;1429.7200000;7405849194
RI.IMOEX;60;20100112;130000;1429.6100000;1436.5700000;1426.9100000;1435.3200000;6907571477
RI.IMOEX;60;20100112;140000;1435.3000000;1438.2900000;1433.5700000;1437.2600000;2798396055
RI.IMOEX;60;20100112;150000;1437.2900000;1437.4400000;1426.4000000;1430.6600000;4472709051
RI.IMOEX;60;20100112;160000;1430.6000000;1431.0800000;1427.3400000;1427.5900000;2222496582
RI.IMOEX;60;20100112;170000;1427.3400000;1429.1600000;1426.5800000;1426.8900000;2570613788
RI.IMOEX;60;20100112;180000;1426.9000000;1429.4400000;1424.8700000;1429.2900000;3727460822
RI.IMOEX;60;20100112;190000;1429.2900000;1430.1100000;1425.3800000;1427.6700000;3636986807
RI.IMOEX;60;20100113;110000;1417.8000000;1417.8000000;1412.9300000;1416.1900000;3956071753
RI.IMOEX;60;20100113;120000;1416.1200000;1428.5500000;1415.7500000;1427.1900000;7710087682
RI.IMOEX;60;20100113;130000;1427.2500000;1434.0800000;1426.8000000;1430.3700000;4846997718
RI.IMOEX;60;20100113;140000;1430.3400000;1432.3900000;1428.6600000;1431.3600000;2737707066
RI.IMOEX;60;20100113;150000;1431.3400000;1433.1100000;1430.0400000;1432.6700000;1759138011
RI.IMOEX;60;20100113;160000;1432.6700000;1441.0900000;1432.5200000;1441.0500000;3984028127
RI.IMOEX;60;20100113;170000;1441.0000000;1444.7700000;1439.7700000;1441.9900000;5672702998
RI.IMOEX;60;20100113;180000;1442.0600000;1444.3000000;1438.3900000;1439.2700000;4238606574
RI.IMOEX;60;20100113;190000;1439.1000000;1439.1000000;1430.1900000;1435.0100000;7277945318
RI.IMOEX;60;20100114;110000;1439.5500000;1453.5700000;1439.5500000;1452.0900000;6421326897
RI.IMOEX;60;20100114;120000;1452.1100000;1454.4600000;1446.3800000;1450.5000000;6254804058
RI.IMOEX;60;20100114;130000;1450.3800000;1452.8100000;1449.4800000;1451.2700000;3567293617
RI.IMOEX;60;20100114;140000;1451.2700000;1452.4400000;1448.6700000;1449.7400000;4040525989
RI.IMOEX;60;20100114;150000;1449.7400000;1451.7000000;1447.7100000;1451.6400000;3554026848
RI.IMOEX;60;20100114;160000;1451.6900000;1453.9600000;1451.1600000;1453.6700000;2943239285
RI.IMOEX;60;20100114;170000;1453.8100000;1456.2700000;1444.1300000;1445.1500000;7164020994
RI.IMOEX;60;20100114;180000;1445.1700000;1452.4900000;1443.8200000;1449.7200000;5341605277
RI.IMOEX;60;20100114;190000;1449.8100000;1456.2500000;1449.8000000;1455.6500000;5085636155
RI.IMOEX;60;20100115;110000;1451.4300000;1455.5100000;1451.4300000;1454.3400000;3007873277
RI.IMOEX;60;20100115;120000;1454.4000000;1469.4200000;1451.4900000;1467.1100000;10900465377
RI.IMOEX;60;20100115;130000;1467.1900000;1469.2900000;1463.8300000;1465.5400000;5326913511
RI.IMOEX;60;20100115;140000;1465.4600000;1466.3300000;1456.9100000;1457.8000000;4493917645
RI.IMOEX;60;20100115;150000;1457.8200000;1460.6500000;1454.2900000;1459.8900000;3021900685
RI.IMOEX;60;20100115;160000;1459.8100000;1459.8100000;1453.2600000;1456.0900000;3479350061
RI.IMOEX;60;20100115;170000;1456.0400000;1460.5100000;1455.6900000;1459.6400000;2680852251
RI.IMOEX;60;20100115;180000;1459.6400000;1459.7600000;1455.7200000;1456.2800000;3342058497
